month_start,Calendar_Year,Quarter,Month,Month_Name,Season,Baseload_Central_Nominal_€_per_MWh,Baseload_Low_Nominal_€_per_MWh,Baseload_High_Nominal_€_per_MWh,Onshore_Wind_Uncurtailed_Central_Nominal_€_per_MWh,Onshore_Wind_Uncurtailed_Low_Nominal_€_per_MWh,Onshore_Wind_Uncurtailed_High_Nominal_€_per_MWh,Onshore_Wind_Curtailed_Central_Nominal_€_per_MWh,Onshore_Wind_Curtailed_Low_Nominal_€_per_MWh,Onshore_Wind_Curtailed_High_Nominal_€_per_MWh,Onshore_Wind_Curtailment_Central_%,Onshore_Wind_Curtailment_Low_%,Onshore_Wind_Curtailment_High_%,Offshore_Wind_Uncurtailed_Central_Nominal_€_per_MWh,Offshore_Wind_Uncurtailed_Low_Nominal_€_per_MWh,Offshore_Wind_Uncurtailed_High_Nominal_€_per_MWh,Offshore_Wind_Curtailed_Central_Nominal_€_per_MWh,Offshore_Wind_Curtailed_Low_Nominal_€_per_MWh,Offshore_Wind_Curtailed_High_Nominal_€_per_MWh,Offshore_Wind_Curtailment_Central_%,Offshore_Wind_Curtailment_Low_%,Offshore_Wind_Curtailment_High_%,Fixed_Solar_PV_Uncurtailed_Central_Nominal_€_per_MWh,Fixed_Solar_PV_Uncurtailed_Low_Nominal_€_per_MWh,Fixed_Solar_PV_Uncurtailed_High_Nominal_€_per_MWh,Fixed_Solar_PV_Curtailed_Central_Nominal_€_per_MWh,Fixed_Solar_PV_Curtailed_Low_Nominal_€_per_MWh,Fixed_Solar_PV_Curtailed_High_Nominal_€_per_MWh,Fixed_Solar_PV_Curtailment_Central_%,Fixed_Solar_PV_Curtailment_Low_%,Fixed_Solar_PV_Curtailment_High_%,Tracking_Solar_PV_Uncurtailed_Central_Nominal_€_per_MWh,Tracking_Solar_PV_Uncurtailed_Low_Nominal_€_per_MWh,Tracking_Solar_PV_Uncurtailed_High_Nominal_€_per_MWh,Tracking_Solar_PV_Curtailed_Central_Nominal_€_per_MWh,Tracking_Solar_PV_Curtailed_Low_Nominal_€_per_MWh,Tracking_Solar_PV_Curtailed_High_Nominal_€_per_MWh,Tracking_Solar_PV_Curtailment_Central_%,Tracking_Solar_PV_Curtailment_Low_%,Tracking_Solar_PV_Curtailment_High_%
2058-10-01,2058,Q4,10,October,Autumn,167.25,102.57,229.15,156.55,101.09,209.2,156.55,101.09,209.2,,,0.0,139.54,93.93,175.23,139.54,93.93,175.23,0.0,0.0,0.0,99.43,77.47,128.1,99.43,77.47,128.1,,0.0,,101.86,79.12,131.65,101.86,79.12,131.65,,0.0,0.0
2058-11-01,2058,Q4,11,November,Autumn,203.56,99.27,302.54,201.17,99.35,295.51,201.17,99.35,295.51,,,0.0,197.83,98.23,286.24,197.83,98.23,286.24,0.0,0.0,0.0,183.87,95.38,253.78,183.87,95.38,253.78,,0.0,,183.45,95.07,253.03,183.45,95.07,253.03,,0.0,0.0
2058-12-01,2058,Q4,12,December,Winter,227.99,109.6,381.38,221.79,107.89,359.52,221.79,107.89,359.52,,,0.0,217.23,106.18,349.82,217.23,106.18,349.82,0.0,0.0,0.0,199.34,95.75,324.31,199.34,95.75,324.31,,0.0,,200.05,96.05,325.55,200.05,96.05,325.55,,0.0,0.0
2059-01-01,2059,Q1,1,January,Winter,263.64,143.34,398.6,261.32,142.54,390.31,261.32,142.54,390.31,,,0.0,259.59,141.11,386.36,259.59,141.11,386.36,0.0,0.0,0.0,241.85,131.84,358.04,241.85,131.84,358.04,,0.0,,242.23,131.96,358.74,242.23,131.96,358.74,,0.0,0.0
2059-02-01,2059,Q1,2,February,Winter,242.31,128.01,362.41,240.22,126.99,353.07,240.22,126.99,353.07,,,0.0,238.76,126.45,348.63,238.76,126.45,348.63,0.0,0.0,0.0,222.36,118.5,325.59,222.36,118.5,325.59,,0.0,,222.36,118.68,325.19,222.36,118.68,325.19,,0.0,0.0
2059-03-01,2059,Q1,3,March,Spring,158.48,97.05,194.87,148.0,94.3,171.84,148.0,94.3,171.84,,,0.0,148.89,95.18,171.64,148.89,95.18,171.64,0.0,0.0,0.0,109.13,75.43,123.19,109.13,75.43,123.19,,0.0,,109.05,75.77,123.03,109.05,75.77,123.03,,0.0,0.0
2059-04-01,2059,Q2,4,April,Spring,98.81,72.65,105.36,96.47,73.43,95.97,96.47,73.43,95.97,,,0.0,87.49,68.56,83.27,87.49,68.56,83.27,0.0,0.0,0.0,30.89,31.15,24.0,30.89,31.15,24.0,,0.0,,34.07,35.07,28.44,34.07,35.07,28.44,,0.0,0.0
2059-05-01,2059,Q2,5,May,Spring,84.61,74.13,96.03,81.06,72.87,88.05,81.06,72.87,88.05,,,0.0,79.48,72.75,85.87,79.48,72.75,85.87,0.0,0.0,0.0,16.22,33.89,12.2,16.22,33.89,12.2,,0.0,,24.1,39.9,20.63,24.1,39.9,20.63,,0.0,0.0
2059-06-01,2059,Q2,6,June,Summer,96.73,81.04,110.87,94.34,79.0,102.98,94.34,79.0,102.98,,,0.0,90.0,74.59,97.15,90.0,74.59,97.15,0.0,0.0,0.0,34.99,50.48,32.75,34.99,50.48,32.75,,0.0,,40.76,54.48,39.46,40.76,54.48,39.46,,0.0,0.0
2059-07-01,2059,Q3,7,July,Summer,96.43,79.74,111.67,93.38,79.76,104.36,93.38,79.76,104.36,,,0.0,86.95,73.47,98.09,86.95,73.47,98.09,0.0,0.0,0.0,17.21,41.1,12.38,17.21,41.1,12.38,,0.0,,28.24,48.51,25.34,28.24,48.51,25.34,,0.0,0.0
2059-08-01,2059,Q3,8,August,Summer,129.0,92.66,153.23,119.94,88.71,143.54,119.94,88.71,143.54,,,0.0,110.37,82.71,130.14,110.37,82.71,130.14,0.0,0.0,0.0,38.98,52.46,37.18,38.98,52.46,37.18,,0.0,,46.49,58.17,46.63,46.49,58.17,46.63,,0.0,
2059-09-01,2059,Q3,9,September,Autumn,152.43,107.58,174.78,147.2,107.92,169.56,147.2,107.92,169.56,,,0.0,136.91,102.46,155.4,136.91,102.46,155.4,0.0,0.0,0.0,65.5,67.8,73.67,65.5,67.8,73.67,,0.0,,73.05,72.57,82.46,73.05,72.57,82.46,,0.0,
2059-10-01,2059,Q4,10,October,Autumn,172.06,105.38,233.99,160.94,103.92,213.34,160.94,103.92,213.34,,,0.0,143.72,96.63,178.49,143.72,96.63,178.49,0.0,0.0,0.0,102.64,79.54,130.46,102.64,79.54,130.46,,0.0,,105.4,81.22,134.12,105.4,81.22,134.12,,0.0,
2059-11-01,2059,Q4,11,November,Autumn,209.5,103.64,310.79,207.17,103.68,303.08,207.17,103.68,303.08,,,0.0,203.87,102.52,293.36,203.87,102.52,293.36,0.0,0.0,0.0,189.27,99.41,261.4,189.27,99.41,261.4,,0.0,,188.89,99.07,260.59,188.89,99.07,260.59,,0.0,
2059-12-01,2059,Q4,12,December,Winter,233.29,113.67,390.23,227.24,111.97,369.02,227.24,111.97,369.02,,,0.0,223.02,110.15,359.7,223.02,110.15,359.7,0.0,0.0,0.0,205.01,99.11,333.67,205.01,99.11,333.67,,0.0,,205.71,99.45,334.87,205.71,99.45,334.87,,0.0,
2060-01-01,2060,Q1,1,January,Winter,266.97,144.86,398.65,264.54,144.04,387.68,264.54,144.04,387.68,,,0.0,262.78,142.49,383.26,262.78,142.49,383.26,0.0,0.0,0.0,245.8,133.72,357.34,245.8,133.72,357.34,,0.0,,246.19,133.82,358.15,246.19,133.82,358.15,,0.0,
2060-02-01,2060,Q1,2,February,Winter,243.64,129.08,362.04,241.86,128.41,352.47,241.86,128.41,352.47,,,0.0,240.15,127.65,347.14,240.15,127.65,347.14,0.0,0.0,0.0,219.22,118.87,317.15,219.22,118.87,317.15,,0.0,,218.67,119.01,316.01,218.67,119.01,316.01,,0.0,
2060-03-01,2060,Q1,3,March,Spring,154.29,95.68,184.37,143.47,92.98,161.83,143.47,92.98,161.83,,,0.0,144.57,94.02,161.08,144.57,94.02,161.08,0.0,0.0,0.0,102.99,72.02,111.86,102.99,72.02,111.86,,0.0,,102.83,72.22,110.96,102.83,72.22,110.96,,0.0,
2060-04-01,2060,Q2,4,April,Spring,100.11,72.73,103.97,97.44,73.31,93.14,97.44,73.31,93.14,,,0.0,88.08,68.1,80.27,88.08,68.1,80.27,0.0,0.0,0.0,31.75,30.54,23.48,31.75,30.54,23.48,,0.0,,35.14,34.59,28.05,35.14,34.59,28.05,,0.0,
2060-05-01,2060,Q2,5,May,Spring,84.36,74.08,96.19,81.32,72.73,88.26,81.32,72.73,88.26,,,0.0,80.19,72.82,86.73,80.19,72.82,86.73,0.0,0.0,0.0,16.1,33.77,11.93,16.1,33.77,11.93,,0.0,,23.84,39.68,20.14,23.84,39.68,20.14,,0.0,
2060-06-01,2060,Q2,6,June,Summer,95.96,79.8,108.14,89.24,76.96,93.0,89.24,76.96,93.0,,,0.0,86.85,72.49,86.46,86.85,72.49,86.46,0.0,0.0,0.0,36.06,46.81,34.06,36.06,46.81,34.06,,0.0,,41.62,51.14,40.29,41.62,51.14,40.29,,0.0,
2060-07-01,2060,Q3,7,July,Summer,97.11,79.54,112.76,97.35,80.91,112.02,97.35,80.91,112.02,,,0.0,89.92,75.12,103.44,89.92,75.12,103.44,0.0,0.0,0.0,17.51,38.98,12.42,17.51,38.98,12.42,,0.0,,28.58,46.66,25.23,28.58,46.66,25.23,,,
2060-08-01,2060,Q3,8,August,Summer,128.16,92.37,151.94,120.69,89.16,144.28,120.69,89.16,144.28,,,0.0,110.65,83.22,131.29,110.65,83.22,131.29,0.0,0.0,0.0,38.0,50.65,37.74,38.0,50.65,37.74,,0.0,,45.99,56.45,47.54,45.99,56.45,47.54,,,
2060-09-01,2060,Q3,9,September,Autumn,154.34,108.94,175.48,147.63,108.75,169.88,147.63,108.75,169.88,,,0.0,137.54,102.99,156.46,137.54,102.99,156.46,0.0,0.0,0.0,68.42,69.83,77.41,68.42,69.83,77.41,,0.0,,75.57,74.31,85.26,75.57,74.31,85.26,,,
2060-10-01,2060,Q4,10,October,Autumn,174.15,105.98,229.91,163.14,104.55,210.28,163.14,104.55,210.28,,,0.0,143.81,96.8,176.32,143.81,96.8,176.32,0.0,0.0,0.0,104.73,80.52,126.88,104.73,80.52,126.88,,0.0,,107.34,82.21,130.74,107.34,82.21,130.74,,,
2060-11-01,2060,Q4,11,November,Autumn,214.3,106.87,316.17,210.99,106.85,305.99,210.99,106.85,305.99,,,0.0,207.01,105.3,294.41,207.01,105.3,294.41,0.0,0.0,0.0,195.38,102.36,267.54,195.38,102.36,267.54,,0.0,,194.95,101.97,266.56,194.95,101.97,266.56,,,
2060-12-01,2060,Q4,12,December,Winter,239.23,117.64,398.71,232.52,115.86,375.58,232.52,115.86,375.58,,,0.0,228.44,113.72,366.06,228.44,113.72,366.06,0.0,0.0,0.0,210.13,103.52,341.03,210.13,103.52,341.03,,0.0,,210.83,103.79,342.1,210.83,103.79,342.1,,,
